Operation #,Agency Number,Operation/Caregiver Name,Address,City,State,Zip,County,Phone,Type,Status,Issue Date,Capacity,Email Address,Facility ID,Monitoring Frequency,Infant,Toddler,Preschool,School
"1094186","","Angel Watch Daycare","5503 W HARROW DR ","HOUSTON","TX","77084","HARRIS",713-423-4137,"Licensed Child-Care Home","Full Permit",8/26/2010,12,"","594548","","Y","Y","Y","Y"
"1329606","","Angela  Orobor-Williams","3206 SAPPHIRE STAR DR ","HOUSTON","TX","77082","HARRIS",832-297-7313,"Registered Child-Care Home","Registered",7/11/2011,12,"","886009","","Y","Y","Y","Y"
"1102226","","Angela L Roberts","21027 VISTA TRAIL CT ","HOUSTON","TX","77073","HARRIS",832-329-8787,"Licensed Child-Care Home","Full Permit",7/7/2010,12,"","604728","","Y","Y","Y","Y"
"858267","","Angela Montoya","2814 WAYPARK DR ","HOUSTON","TX","77082","HARRIS",832-633-5932,"Registered Child-Care Home","Registered",3/28/2006,12,"","291013","","Y","Y","Y","Y"
"811115","","ANGELICA M. FLORES","9439 MISTY BRIDGE ST ","HOUSTON","TX","77075","HARRIS",713-991-7348,"Registered Child-Care Home","Registered",11/1/2001,12,"","193650","","Y","Y","Y","N"
"1511689","","Angels "R" Wee Learning Center","5621 DOLORES ST ","HOUSTON","TX","77057","HARRIS",281-501-0797,"Licensed Center - Child Care Program","Full Permit",9/5/2013,59,"angelsrwee@gmail.com","1107511","","Y","Y","Y","Y"
"1061246","","Angels World Childcare Center","13390 JONES RD ","HOUSTON","TX","77070","HARRIS",281-955-8288,"Licensed Center - Child Care Program","Full Permit",4/9/2010,116,"angelsworldchildcarecenter@yahoo.com","554768","","Y","Y","Y","Y"
"867202","","ANH CHUA DANG","9034 WESTWILLOW DR ","HOUSTON","TX","77064","HARRIS",281-970-4150,"Registered Child-Care Home","Registered",12/13/2006,10,"","307485","","Y","Y","Y","Y"
"1286826","","Anh Hong Nguyen","7731 VALERA LN ","HOUSTON","TX","77083","HARRIS",713-319-8707,"Registered Child-Care Home","Registered",2/23/2011,12,"","832209","","Y","Y","Y","Y"
"1630339","","Anh Ngoc Dang","10038 ARCADIAN SPRINGS LN ","TOMBALL","TX","77375","HARRIS",281-257-6553,"Registered Child-Care Home","Registered",7/7/2016,12,"","1250693","","Y","Y","Y","Y"
"1627652","","Anh Nguyet Nguyen","7275 AVOCET LN ","HOUSTON","TX","77040","HARRIS",832-512-9992,"Registered Child-Care Home","Registered",6/2/2016,12,"","1247048","","Y","Y","Y","Y"
"865348","","Anh Nhat Tran","4226 BELLE PARK DR ","HOUSTON","TX","77072","HARRIS",832-707-3001,"Registered Child-Care Home","Registered",10/30/2006,12,"","304182","","Y","Y","Y","Y"
"839177","","Anh T Tran","6631 BELLAIRE GARDENS DR ","HOUSTON","TX","77072","HARRIS",281-530-0608,"Registered Child-Care Home","Registered",9/1/2004,12,"","250512","","Y","Y","Y","Y"
"1619124","","Anh Thi Dao","11807 ALEX LN ","HOUSTON","TX","77071","HARRIS",713-995-1181,"Registered Child-Care Home","Registered",2/22/2016,12,"","1236634","","Y","Y","Y","N"
"1544544","","Anh Thi Trinh","9410 CARMALEE ST ","HOUSTON","TX","77075","HARRIS",713-485-5910,"Registered Child-Care Home","Registered",8/5/2014,12,"","1152048","","Y","Y","Y","Y"
"824396","","Anh Thi Vu","13118 HILL CANYON LN ","HOUSTON","TX","77072","HARRIS",281-575-7798,"Registered Child-Care Home","Registered",1/30/2003,12,"","219178","","Y","Y","Y","Y"
"520101","","ANH-NGA THI NGU","18006 GABLE OAK LN ","CYPRESS","TX","77433","HARRIS",281-858-0969,"Registered Child-Care Home","Registered",4/24/1998,12,"","144632","","Y","Y","Y","Y"
"1558857","","Anh-Thu Nguyen","5615 SADDLE BRED DR ","HOUSTON","TX","77084","HARRIS",281-859-7997,"Registered Child-Care Home","Registered",1/28/2015,12,"","1170461","","Y","Y","Y","Y"
"889629","","AnhNguyet  Do","2307 LEDGEWAY CT ","KATY","TX","77450","HARRIS",281-829-7989,"Registered Child-Care Home","Registered",2/27/2008,12,"","345483","","Y","Y","Y","Y"
"879262","","Ann  Ton","16110 CEDAR GULLY DR ","FRIENDSWOOD","TX","77546","HARRIS",832-859-1310,"Registered Child-Care Home","Registered",10/8/2007,12,"","325049","","Y","Y","Y","Y"
"519727","","ANN TRUONG NGUYEN","7620 JANAK DR ","HOUSTON","TX","77055","HARRIS",713-956-2105,"Registered Child-Care Home","Registered",1/30/1996,12,"","144335","","Y","Y","Y","Y"
"927366","","Anna Nguyen","10531 ACACIA FOREST TRL ","HOUSTON","TX","77089","HARRIS",281-745-1198,"Registered Child-Care Home","Registered",12/12/2008,12,"","392429","","Y","Y","Y","Y"
"1399229","","Anna Nu Ton","13318 RUSTIC GARDEN DR ","HOUSTON","TX","77083","HARRIS",713-505-7573,"Registered Child-Care Home","Registered",12/16/2011,12,"","968391","","Y","Y","Y","Y"
"848481","","Anna Pham","9738 BUENA PARK DR ","HOUSTON","TX","77089","HARRIS",281-412-3837,"Registered Child-Care Home","Registered",5/10/2005,12,"","270766","","Y","Y","Y","Y"
"863818","","AnnaThanh Huynh","13613 SABLEGLEN ST ","HOUSTON","TX","77014","HARRIS",281-880-6010,"Registered Child-Care Home","Registered",9/15/2006,12,"","301336","","Y","Y","Y","Y"
"162188","","Anne Loesch","8514 BRAE ACRES RD ","HOUSTON","TX","77074","HARRIS",713-270-4145,"Registered Child-Care Home","Registered",3/6/1987,12,"","98032","","Y","Y","Y","N"
"508920","","Annette Angelle","13518 BLUE MARLIN LN ","HOUSTON","TX","77083","HARRIS",832-368-8542,"Registered Child-Care Home","Registered",10/20/1999,12,"","136429","","Y","Y","Y","Y"
"1623939","","Annette Carolyn Brooks","7131 S HALL ST ","HOUSTON","TX","77028","HARRIS",832-235-0327,"Registered Child-Care Home","Full Permit",5/4/2016,12,"","1242005","","Y","Y","Y","Y"
"549220","","ANNIE FAYE HALL","25134 PEPPER RIDGE LN ","SPRING","TX","77373","HARRIS",281-528-6056,"Registered Child-Care Home","Registered",9/25/2000,12,"","165460","","Y","Y","Y","Y"
"820513","","Annointed Christian Childcare","13837 LONGVIEW ST ","HOUSTON","TX","77015","HARRIS",713-330-3112,"Licensed Center - Child Care Program","Full Permit",4/8/2003,68,"simonkelly9@aol.com","212158","","Y","Y","Y","Y"
"1531588","","Annointed Christian Childcare & Academy II","360 UVALDE RD ","HOUSTON","TX","77015","HARRIS",832-831-7215,"Licensed Center - Child Care Program","Full Permit",7/11/2014,93,"","1133177","","N","Y","Y","Y"
"508728","","Annunciation Children CTR","3600 YOAKUM BLVD ","HOUSTON","TX","77006","HARRIS",713-470-5608,"Licensed Center - Child Care Program","Full Permit",6/8/1994,100,"ahamilton@aoshouston.org","136292","","N","Y","Y","Y"
"1618182","","Anointed Steps Academy","3815 N FRY RD STE 100","KATY","TX","77449","HARRIS",832-899-2402,"Licensed Center - Child Care Program","Full Permit",5/31/2016,65,"","1235451","","Y","Y","Y","Y"
"1624179","","Antoinette  Gaspard","5219 CAIRNLEIGH DR ","HOUSTON","TX","77084","HARRIS",832-687-5274,"Registered Child-Care Home","Registered",4/28/2016,12,"","1242223","","Y","Y","Y","Y"
"880117","","Antonia  Albarran","22 FARRELL ST ","HOUSTON","TX","77022","HARRIS",713-697-6020,"Registered Child-Care Home","Registered",10/8/2007,12,"tonietaalbarran@yahoo.com","326453","","N","Y","Y","Y"
"914769","","Apple Grove School","16816 THEISS MAIL ROUTE RD ","SPRING","TX","77379","HARRIS",281-376-6686,"Licensed Center - Child Care Program","Full Permit",5/7/2009,95,"applegrove08@gmail.com","377222","","Y","Y","Y","Y"
"1374447","","Apple of My Eye Academy","690 NORMANDY ST ","HOUSTON","TX","77015","HARRIS",713-455-8000,"Licensed Center - Child Care Program","Full Permit",10/26/2011,132,"","939968","","Y","Y","Y","Y"
"1252288","","Apple Seed Private School, LLC","1444 FM 1960 RD W ","HOUSTON","TX","77090","HARRIS",281-880-5888,"Licensed Center - Child Care Program","Full Permit",6/10/2011,236,"mxp0001@yahoo.com","789648","","Y","Y","Y","Y"
"1060866","","Apple Tree Early Childhood Center","200 VETERANS AVE ","MARSHALL","TX","75672","HARRISON",903-923-8665,"Licensed Center - Child Care Program","Full Permit",10/22/2010,75,"april.hamblen@yahoo.com","554309","","Y","Y","Y","Y"
"866802","","Aracelis Rodriguez Dumars","14903 DUNWOODY BND ","CYPRESS","TX","77429","HARRIS",281-256-2647,"Registered Child-Care Home","Registered",12/22/2006,12,"","306788","","Y","Y","Y","Y"
"1642526","","Armand Bayou Montessori School","16204 HICKORY KNOLL DR ","HOUSTON","TX","77059","HARRIS",281-480-1648,"Licensed Center - Child Care Program","Full Permit",1/27/2017,126,"","1264770","","Y","Y","Y","Y"
"1561964","","Armenta's Early Childhood Development","9910 FUQUA ST STE H","HOUSTON","TX","77075","HARRIS",832-338-6353,"Licensed Center - Child Care Program","Full Permit",9/15/2015,106,"","1174716","","Y","Y","Y","Y"
"835214","","Asbury Methodist Day School","5354 SPACE CENTER BLVD ","PASADENA","TX","77505","HARRIS",281-998-3486,"Licensed Center - Child Care Program","Full Permit",1/6/2004,90,"asburydayschool@gmail.com","241515","","N","Y","Y","Y"
"152005","","Ascension Child Development Center","2525 SEAGLER RD ","HOUSTON","TX","77042","HARRIS",713-783-0260,"Licensed Center - Child Care Program","Full Permit",3/24/1986,60,"nclausey@aeshouston.org","97539","","Y","Y","Y","N"
"221074","","Ashford Child Enrichment Center","2201 S DAIRY ASHFORD RD ","HOUSTON","TX","77077","HARRIS",281-497-6901,"Licensed Center - Child Care Program","Full Permit",1/8/1987,118,"paige_laufer@yahoo.com","102591","","Y","Y","Y","N"
"841172","","Ashford Montessori","3138 S DAIRY ASHFORD RD ","HOUSTON","TX","77082","HARRIS",281-759-1629,"Licensed Center - Child Care Program","Full Permit",1/31/2005,70,"KPNGUYEN96@YAHOO.COM","254912","","Y","Y","Y","Y"
"1618156","","Ashleigh George","7425 MILEY ST ","HOUSTON","TX","77028","HARRIS",281-730-6494,"Registered Child-Care Home","Registered",2/25/2016,12,"kidshouselearningacademy@gmail.com","1235418","","N","Y","Y","Y"
"1514443","","Ashley  Moehnke","15218 KEYSTONE BEND LN ","CYPRESS","TX","77429","HARRIS",512-966-7114,"Registered Child-Care Home","Registered",4/24/2013,12,"","1110773","","Y","Y","Y","Y"
"955246","","Ashley Ami Daycare","6039 DRENNER PARK LN ","HOUSTON","TX","77086","HARRIS",281-447-8331,"Licensed Child-Care Home","Full Permit",10/1/2009,12,"shirleymyres@yahoo.com","428928","","Y","Y","Y","Y"
"878357","","Ashley Cassell","4506 HATTERAS POINT DR ","FRIENDSWOOD","TX","77546","HARRIS",832-247-2044,"Licensed Child-Care Home","Full Permit",2/4/2008,12,"ashleycassell@sbcglobal.net","323502","","Y","Y","Y","Y"
"1428066","","Ashley Paul","5242 DUMORE DR ","HOUSTON","TX","77048","HARRIS",713-550-7130,"Registered Child-Care Home","Registered",4/12/2012,9,"","1002329","","Y","Y","Y","Y"
"1548561","","Ashley Weber","1421 WALNUT LN ","KINGWOOD","TX","77339","HARRIS",281-636-7751,"Registered Child-Care Home","Registered",10/1/2014,12,"alambert743@gmail.com","1157062","","Y","Y","Y","Y"
"1633188","","Ashley's Center for Learning","5419 CAIRNLEIGH DR ","HOUSTON","TX","77084","HARRIS",832-229-3027,"Licensed Child-Care Home","Initial",11/28/2016,12,"","1254314","","Y","Y","Y","Y"
"1617163","","Astros Learning & Daycare Center","2722 PASADENA BLVD ","PASADENA","TX","77502","HARRIS",832-879-2437,"Licensed Center - Child Care Program","Full Permit",7/19/2016,76,"","1234102","","Y","Y","Y","Y"
"846669","","Atascocita Childrens Academy","5383 ATASCOCITA RD ","HUMBLE","TX","77346","HARRIS",281-852-4094,"Licensed Center - Child Care Program","Full Permit",7/25/2005,102,"kidsland@embarqmail.com","266713","","Y","Y","Y","Y"
"543973","684","Atascocita Montessori","19120 W LAKE HOUSTON PKWY ","HUMBLE","TX","77346","HARRIS",281-852-7738,"Licensed Center - Child Care Program","Full Permit",2/4/2000,144,"7353@montessori.com","161518","","N","Y","Y","Y"
"416966","","Atascocita United Methodist We","19325 PINEHURST TRAIL DR ","HUMBLE","TX","77346","HARRIS",281-852-0967,"Licensed Center - Child Care Program","Full Permit",2/9/1993,200,"beth@aumc.org","127423","","N","Y","Y","Y"
"1404849","","Attitude Respect N Manners Learning Center","12289 W HOUSTON CENTER BLVD STE 200","HOUSTON","TX","77082","HARRIS",281-589-7000,"Licensed Center - Child Care Program","Full Permit",7/24/2012,81,"","975176","","Y","Y","Y","Y"
"1366808","","Attitude Respect N Manners Learning Center","6612A HORNWOOD DR ","HOUSTON","TX","77074","HARRIS",713-271-0357,"Licensed Center - Child Care Program","Full Permit",3/29/2012,95,"armlc911@yahoo.com","930631","","Y","Y","Y","Y"
"926626","","Attitude Respect N Manners Learning Center","9755 S KIRKWOOD RD ","HOUSTON","TX","77099","HARRIS",281-568-4700,"Licensed Center - Child Care Program","Full Permit",5/20/2009,80,"armlc08@yahoo.com","391408","","Y","Y","Y","Y"
"1511690","","Attitude Respect N' Manners","19221 W LITTLE YORK RD STE 100","KATY","TX","77449","HARRIS",281-345-4647,"Licensed Center - Child Care Program","Full Permit",10/25/2013,100,"attituderespectnmanners13@yahoo.com","1107530","","Y","Y","Y","Y"
"1543574","","Aubry Palmer Hogan","6614 WASHFORDE LN ","HOUSTON","TX","77049","HARRIS",713-206-3410,"Registered Child-Care Home","Registered",8/8/2014,8,"","1150750","","Y","Y","Y","Y"
"509837","","Aurora Ileana Cordon","2021 SEDGIE DR ","HOUSTON","TX","77080","HARRIS",713-464-6812,"Registered Child-Care Home","Registered",6/5/2001,12,"aurora_aeoc@yahoo.com","137085","","Y","Y","Y","Y"
"233062","","Avalon Academy","1616 INDIANA ST ","HOUSTON","TX","77006","HARRIS",713-524-1174,"Licensed Center - Child Care Program","Full Permit",12/12/1990,147,"j.fazio@yahoo.com","104216","","Y","Y","Y","Y"
"1246046","","Avance Inc Wesley Early Head Start","1417 NOBLE ST ","HOUSTON","TX","77009","HARRIS",713-227-4300,"Licensed Center - Child Care Program","Full Permit",3/23/2012,40,"kmireles@avancehouston.org","781831","","Y","Y","N","N"
"1056946","","Avance Inc., Pasadena Early Head Start","400 PARK LANE PB # 33","PASADENA","TX","77506","HARRIS",713-534-0350,"Licensed Center - Child Care Program","Full Permit",10/28/2009,32,"","549691","","Y","Y","Y","N"
"1099386","","Avance Inc., Tegeler Early Head Start","4949 BURKE RD ","PASADENA","TX","77504","HARRIS",713-740-0412,"Licensed Center - Child Care Program","Full Permit",10/1/2010,100,"","600888","","Y","Y","Y","N"
"1205866","","AVANCE Mangum Center","4503 MANGUM RD ","HOUSTON","TX","77092","HARRIS",713-686-5228,"Licensed Center - Child Care Program","Full Permit",7/11/2011,293,"leamartinez@avancehouston.org","734528","","Y","Y","Y","Y"
"1267726","","AVANCE Oxford HS","605 BERRY RD ","HOUSTON","TX","77022","HARRIS",713-694-8994,"Licensed Center - Child Care Program","Full Permit",6/21/2011,64,"amontgomery@avancehouston.org","808589","","N","N","Y","N"
"1589636","","AVANCE-Houston, Inc.-Donna C. Lewis Head Start-Spring ISD","3230 SPEARS RD ","HOUSTON","TX","77067","HARRIS",281-891-8733,"Licensed Center - Child Care Program","Full Permit",4/5/2016,120,"","1204598","","N","N","Y","N"
"1605878","","AVANCE-Northside Early Head Start Center & Family Education","1209 JAMES ST ","HOUSTON","TX","77009","HARRIS",713-227-4300,"Licensed Center - Child Care Program","Full Permit",6/8/2016,40,"kmireles@avancehouston.org","1221501","","Y","Y","Y","N"
"811234","","AYDA O. IBARRA","20019 S PECOS VALLEY TRL ","KATY","TX","77449","HARRIS",281-646-0867,"Registered Child-Care Home","Registered",11/13/2001,12,"","193916","","Y","Y","Y","N"
"926407","","Ba Thi Dao","8273 PARK PLACE BVLD APT 33","HOUSTON","TX","77017","HARRIS",281-813-3134,"Registered Child-Care Home","Registered",12/12/2008,12,"","391172","","Y","Y","Y","Y"
"1546221","","Bach Phan","5706 PAINTED TRAIL DR ","HOUSTON","TX","77084","HARRIS",713-474-3642,"Registered Child-Care Home","Registered",8/19/2014,12,"","1154262","","Y","Y","Y","Y"
"881826","","Bach-Phung Thi Hua","13710 GARDEN SPRINGS DR ","HOUSTON","TX","77083","HARRIS",281-495-8924,"Registered Child-Care Home","Registered",11/6/2007,12,"","329793","","Y","Y","Y","Y"
"1518121","","Baker Ripley Neighborhood Centers Inc","6500 ROOKIN ST ","HOUSTON","TX","77074","HARRIS",713-273-3701,"Licensed Center - Child Care Program","Full Permit",12/2/2013,238,"sbrennan@neighborhood-centers.org","1115119","","N","Y","Y","Y"
"1593059","","Baker-Ripley Early Head Start","6500 ROOKIN ST ","HOUSTON","TX","77074","HARRIS",,"Licensed Center - Child Care Program","Full Permit",3/7/2016,38,"","1208703","","Y","Y","N","N"
"1546622","","Bambini Daycare","806 E PARKER RD ","HOUSTON","TX","77076","HARRIS",832-506-2744,"Licensed Child-Care Home","Full Permit",1/29/2015,12,"","1154723","","Y","Y","Y","Y"
"1625813","","Bang  Khanh Duong","11250 HENDON LN ","HOUSTON","TX","77072","HARRIS",346-219-3080,"Registered Child-Care Home","Registered",5/16/2016,12,"","1244280","","N","Y","Y","Y"
"830954","","Bang Thi Mai","8273 PARK PLACE BLVD APT 39","HOUSTON","TX","77017","HARRIS",281-760-8327,"Registered Child-Care Home","Registered",8/13/2003,10,"","232353","","Y","Y","Y","Y"
"884396","","Bao Thu Le","4422 COUNTRYPINES DR ","SPRING","TX","77388","HARRIS",281-443-7827,"Registered Child-Care Home","Registered",12/14/2007,12,"","335151","","Y","Y","Y","Y"
"876376","","Barbara Jean McKinney","7305 LAURA KOPPE RD ","HOUSTON","TX","77028","HARRIS",713-631-8080,"Registered Child-Care Home","Registered",8/22/2007,12,"Dankie1955@yahoo.com","320599","","Y","Y","Y","Y"
"856416","","Barbara Jordan International Pre School","3015 N MACGREGOR WAY ","HOUSTON","TX","77004","HARRIS",832-217-3300,"Licensed Center - Child Care Program","Full Permit",6/21/2006,308,"dzcofield@goodhope.org","287508","","Y","Y","Y","Y"
"221552","","Barbara Madera","16314 LOCKE HAVEN DR ","HOUSTON","TX","77059","HARRIS",281-488-1417,"Registered Child-Care Home","Registered",8/5/1993,12,"","102653","","Y","Y","Y","Y"
"1633684","","Barbara Turner","3647 GRIGGS RD ","HOUSTON","TX","77021","HARRIS",713-842-7270,"Registered Child-Care Home","Registered",9/14/2016,12,"","1254846","","N","N","N","Y"
"1547289","","Barbara's Learning Center","9431 SPIRALWOOD LN ","HOUSTON","TX","77086","HARRIS",281-433-1068,"Licensed Child-Care Home","Full Permit",2/17/2015,12,"","1155315","","Y","Y","Y","Y"
"810938","","Barrett Station Head Start","808 1/2 MAGNOLIA AVE ","CROSBY","TX","77532","HARRIS",281-462-0779,"Licensed Center - Child Care Program","Full Permit",7/5/2002,40,"cyjohnson@hcde-texas.org","193205","","N","N","Y","Y"
"1258866","","Bastian Elementary Head Start Center","5051 BELLFORT ST ","HOUSTON","TX","77033","HARRIS",713-732-5830,"Licensed Center - Child Care Program","Full Permit",5/27/2011,136,"","797630","","N","N","Y","Y"
"1065466","","Bay Point Home Care","1443 BASSWOOD SPRINGS CT ","HOUSTON","TX","77062","HARRIS",281-488-0005,"Licensed Child-Care Home","Full Permit",5/18/2010,12,"","559648","","Y","Y","Y","Y"
"1525336","","Bayou Village School","3701 HARDY ST ","HOUSTON","TX","77009","HARRIS",713-864-2452,"Licensed Center - Child Care Program","Full Permit",7/3/2014,147,"","1124671","","Y","Y","Y","Y"
